trialType,letter1,type_letter1,letter2,type_letter2,letter3,type_letter3,letter4,type_letter4,letter5,type_letter5,letter6,type_letter6,letter7,type_letter7,letter8,type_letter8,starPosition,letterTarget,TypeTarget,letterFoil1,typeFoil1,letterFoil2,typeFoil2,letterFoil3,typeFoil3,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyLetras.keys,thisRow.t,notes,welcome.started,textWelcome.started,keySkip1.started,welcome.stopped,keySkip1.keys,keySkip1.rt,keySkip1.duration,letras.started,keyLetras.started,textCrossLetras.started,letras.stopped,trials.keyLetras.keys,blanco.started,textCrossBlanco.started,blanco.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022329900064505637,0.0396345000481233,0.0396345000481233,1.012990300077945,space,0.9550303999567404,None,,,,,,,,,796730,001,2025-08-15_17h52.49.597,prelearned_chunks,2024.2.4,59.73027002319973,2025-08-15 17h52.54.377118 -0400,
chunk,I,italic,F,bold,A,bold,S,bold,W,bold,E,bold,U,bold,P,italic,2.0,F,bold,F,italic,T,bold,T,italic,0,0,0,0,0,0,65,,1.1516877000685781,,,,,,,,,1.138044200022705,1.1516877000685781,1.1516877000685781,3.021115200011991,None,3.02118490007706,3.036372400005348,4.022449700045399,,,,,,,,
