trialType,letter1,type_letter1,letter2,type_letter2,letter3,type_letter3,letter4,type_letter4,letter5,type_letter5,letter6,type_letter6,letter7,type_letter7,letter8,type_letter8,starPosition,letterTarget,TypeTarget,letterFoil1,typeFoil1,letterFoil2,typeFoil2,letterFoil3,typeFoil3,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyLetras.keys,thisRow.t,notes,welcome.started,textWelcome.started,keySkip1.started,welcome.stopped,keySkip1.keys,keySkip1.rt,keySkip1.duration,letras.started,keyLetras.started,textCrossLetras.started,letras.stopped,trials.keyLetras.keys,blanco.started,textCrossBlanco.started,blanco.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004971600021235645,0.02028619998600334,0.02028619998600334,0.6633902000030503,space,0.6287766000023112,None,,,,,,,,,883682,001,2025-08-15_17h54.53.156,prelearned_chunks,2024.2.4,60.594125380489125,2025-08-15 17h54.57.654935 -0400,
random,A,italic,F,italic,U,bold,T,italic,E,bold,M,italic,P,italic,S,bold,1.0,A,italic,A,bold,O,italic,O,bold,0,0,0,0,0,0,136,,0.8021493999985978,,,,,,,,,0.7895651999861002,0.8021493999985978,0.8021493999985978,2.672300200094469,None,2.672367800027132,2.6856881000567228,3.6727505000308156,,,,,,,,
