trialType,letter1,type_letter1,letter2,type_letter2,letter3,type_letter3,letter4,type_letter4,letter5,type_letter5,letter6,type_letter6,letter7,type_letter7,letter8,type_letter8,starPosition,letterTarget,TypeTarget,letterFoil1,typeFoil1,letterFoil2,typeFoil2,letterFoil3,typeFoil3,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,textWelcome.started,keySkip1.started,welcome.stopped,keySkip1.keys,keySkip1.rt,keySkip1.duration,cross.started,textCross.started,cross.stopped,trial.started,textGame.started,keyRespuesta.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008914200006984174,0.025090500013902783,0.025090500013902783,1.2435640000039712,space,1.2120408000191674,None,,,,,,,314922,001,2025-08-15_17h04.56.880,prelearned_chunks,2024.2.4,59.88135109373542,2025-08-15 17h05.01.529985 -0400,
chunk,W,italic,E,bold,U,bold,P,bold,I,bold,F,italic,M,bold,Y,italic,6.0,F,italic,F,bold,T,italic,T,bold,0,0,0,0,0,0,13,1.322963000042364,,,,,,,,,1.3104358999989927,1.322963000042364,2.257583500002511,2.257606999948621,2.2729792000027373,2.2729792000027373,,,,,,,,
