trialType,letter1,type_letter1,letter2,type_letter2,letter3,type_letter3,letter4,type_letter4,letter5,type_letter5,letter6,type_letter6,letter7,type_letter7,letter8,type_letter8,starPosition,letterFoil1,typeFoil1,letterFoil2,typeFoil2,letterFoil3,typeFoil3,letterFoil4,typeFoil4,correctAnswer,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruccion.started,text.started,key_resp.started,Instruccion.stopped,key_resp.keys,key_resp.rt,key_resp.duration,letras.started,letra1.started,letra2.started,letra3.started,letra4.started,letra5.started,letra6.started,letra7.started,letra8.started,letras.stopped,espera.started,Espera.started,espera.stopped,respuesta.started,Alternativa_1.started,Alternativa_2.started,Alternativa_3.started,Alternativa_4.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056868899999244604,0.06753150000440655,0.06753150000440655,2.0290457000010065,space,1.948585699996329,None,,,,,,,,,,,,,,,,,,,,014187,001,2025-08-17_17h07.41.518,prueba,2024.2.4,None,2025-08-17 17h07.52.432210 -0500,
chunk,I,bold,F,Roboto,A,Roboto,S,bold,M,bold,Y,Roboto,W,Roboto,E,bold,6,Y,Roboto,Y,bold,T,Roboto,T,bold,1,0,0,0,0,0,0,61,2.364051100004872,,,,,,,,,2.234946399999899,2.364051100004872,2.364051100004872,2.364051100004872,2.364051100004872,2.364051100004872,2.364051100004872,2.364051100004872,2.364051100004872,4.036300400002801,4.036329700000351,4.049566600006074,4.7389047000033315,4.764237499999581,4.79886140000599,4.79886140000599,4.79886140000599,4.79886140000599,0.03519330000563059,,,,,,,,
